id,yield
15289,4254.285514489798
15290,6280.692579183672
15291,7270.155265918369
15292,4618.575397959184
15293,3997.80072510204
15294,5284.333781020408
15295,7352.192382244897
15296,6481.7703175510205
15297,8046.438673469389
15298,4188.330756938776
15299,5902.056585102043
15300,5863.8210751020415
15301,5681.718179387754
15302,5436.443958571428
15303,5136.187106326533
15304,4659.564709387756
15305,4685.339453061227
15306,6465.9530655102035
15307,5009.721077142858
15308,5914.638183877549
15309,6306.672751020407
15310,7262.192601632652
15311,5493.635250816326
15312,5407.5006057142855
15313,6344.91279346939
15314,5031.656836122448
15315,4364.082013469387
15316,7994.948427142857
15317,5642.675813673471
15318,7648.279863265307
15319,8240.995912857145
15320,7133.146394285712
15321,6727.753716326528
15322,2865.8350122448983
15323,5983.0493918367365
15324,2907.1204595918357
15325,6600.481854285715
15326,6356.047589591837
15327,4157.257645714286
15328,7730.304970204083
15329,7381.3101
15330,5277.92128102041
15331,5809.958641428571
15332,7139.721850816329
15333,6342.827311428571
15334,5504.643640408163
15335,8087.764156734695
15336,4344.138963673468
15337,7617.695289795921
15338,5982.53100346939
15339,5559.539368775511
15340,6769.101356326532
15341,5696.730602448978
15342,5057.857595918367
15343,6766.133908163266
15344,6109.091773877549
15345,4306.6502216326535
15346,6292.578293265306
15347,6410.248331020407
15348,5581.5989855102025
15349,6393.580476938777
15350,4582.934413265308
15351,6066.2430634693865
15352,5845.353685306125
15353,6977.363903061224
15354,4413.113107755102
15355,4474.269685918369
15356,6206.2741840816325
15357,6533.796367959182
15358,6974.648623673471
15359,4911.423689387755
15360,4055.4701699999996
15361,5557.177749183674
15362,6226.302750000001
15363,6756.077994489794
15364,4824.7958483673465
15365,4369.57421612245
15366,4734.844282448979
15367,7533.0991230612235
15368,4973.634112448979
15369,5683.257599795921
15370,6336.483763061225
15371,3467.601954081632
15372,4849.304590612246
15373,6401.621956734694
15374,5501.997157551022
15375,5410.321557551021
15376,5761.202417346939
15377,5570.95950244898
15378,4567.824804693876
15379,6298.031571836734
15380,7216.258172857143
15381,6269.62930897959
15382,5635.485515102038
15383,7153.253893673467
15384,5392.947640612247
15385,3778.1992253061226
15386,4075.4806926530605
15387,4201.0589083673485
15388,6948.8825877551035
15389,6304.355882448978
15390,8044.257979387754
15391,6523.18341632653
15392,7292.289627551019
15393,5789.908898367345
15394,6181.358062448978
15395,5615.8377895918375
15396,6919.766322244897
15397,6736.27766918367
15398,5823.649985918369
15399,5794.536392448981
15400,4918.766596530611
15401,6198.930388979591
15402,6303.91866387755
15403,6190.586166326528
15404,7142.217993673469
15405,7328.989193265304
15406,8173.901229183674
15407,5640.930334897959
15408,7661.726922448982
15409,5738.239299591837
15410,6111.030226122448
15411,8243.017013061222
15412,6637.151329387754
15413,6681.299213265305
15414,5727.982570816325
15415,6023.467724693876
15416,6970.662917142858
15417,5709.16340265306
15418,7552.697400816328
15419,4444.163982244898
15420,3894.9201099999987
15421,6437.36636244898
15422,3599.7319310204075
15423,6619.7379838775505
15424,6175.93143979592
15425,7140.747983877552
15426,3700.767219591836
15427,7647.390502857142
15428,6441.595545714286
15429,7509.86937877551
15430,6982.313326938776
15431,5783.418792040817
15432,5272.176729999999
15433,4718.904624285715
15434,8268.387010000004
15435,4065.4796830612236
15436,4683.105082653062
15437,5083.5078312244905
15438,5755.133701632653
15439,6512.360686122448
15440,5518.661447346936
15441,6684.988876938774
15442,5427.156133877551
15443,4679.355885306122
15444,5793.876487755101
15445,3532.642712244898
15446,6663.1092257142855
15447,6636.646183265306
15448,7980.517462244898
15449,8149.8942516326515
15450,7140.353602653062
15451,5320.9137434693885
15452,4401.982456326531
15453,7404.024030204082
15454,6274.069367346939
15455,8251.705860408161
15456,6400.898337551019
15457,6622.396693265305
15458,5579.216537755103
15459,6639.048183469388
15460,5634.818900408164
15461,5051.338950816326
15462,5139.387022857144
15463,6565.509327142857
15464,6454.8013240816335
15465,7009.4670248979555
15466,7326.3721853061215
15467,7308.282354489796
15468,3570.679487755101
15469,2848.323100612244
15470,7479.466155306123
15471,7412.641271632652
15472,6550.08119877551
15473,5426.111715714284
15474,6944.392385714286
15475,5164.215608163266
15476,5443.1282118367335
15477,5697.361401020409
15478,4555.580692653061
15479,7082.172682040815
15480,6820.579666734695
15481,6419.188567959184
15482,6470.315820408163
15483,6987.528871836734
15484,6565.800629795918
15485,7321.98736387755
15486,6310.1519565306135
15487,7692.287159183675
15488,6740.605861020409
15489,5599.037214081633
15490,6533.344992653059
15491,6528.402828979591
15492,5619.33793122449
15493,7240.683202040817
15494,6362.306187755102
15495,6860.312586734695
15496,6589.516633061224
15497,4668.797109795918
15498,6797.456313469388
15499,6849.2152391836735
15500,7525.387862653063
15501,5452.91234265306
15502,7647.631180408163
15503,7280.234322857143
15504,6461.588421836733
15505,6359.6746497959175
15506,4423.568042857142
15507,4525.324599183673
15508,5956.325577346938
15509,4082.530611836734
15510,5132.378091428571
15511,6464.594955510203
15512,5281.481079795919
15513,7147.593034285715
15514,8022.272317959182
15515,6485.493812040817
15516,5089.693624897958
15517,7916.500357142861
15518,7184.842105714286
15519,6971.976876734694
15520,5543.112025918366
15521,6452.494588775509
15522,6520.134348571429
15523,6595.124245918364
15524,7065.664425306123
15525,5360.551317551021
15526,5562.706717959185
15527,4406.045854285714
15528,3743.8210879591843
15529,7449.820598367349
15530,6484.258825102041
15531,6544.022052857144
15532,7209.495635306124
15533,4738.204806734695
15534,7995.051446938777
15535,3832.167567142856
15536,6658.829367346939
15537,5476.081420204082
15538,6528.862738571427
15539,7190.466638163264
15540,6171.191616326529
15541,6522.314171428568
15542,7317.553669591838
15543,7107.96574346939
15544,4632.86508979592
15545,4787.314075714286
15546,7671.56320877551
15547,5674.73035857143
15548,5820.1714877551
15549,7199.758124489796
15550,6452.011136326531
15551,7005.359574285717
15552,6576.567595510204
15553,4366.73784755102
15554,5409.58454408163
15555,5807.104476122448
15556,6845.480514285715
15557,7170.6190310204065
15558,3857.3393167346935
15559,5717.657379387755
15560,7458.813088775509
15561,5663.47092244898
15562,7450.32488632653
15563,6749.003802040814
15564,4030.528491020407
15565,6536.043507551021
15566,6799.922317755102
15567,6554.277362857141
15568,3334.7528279591834
15569,4348.713325918367
15570,5517.392876326532
15571,5193.119730000001
15572,3955.6697904081625
15573,5923.6991961224485
15574,6315.882421632651
15575,6514.495948775508
15576,3952.8865659183666
15577,5893.473050000001
15578,6709.7343332653045
15579,3214.5971075510206
15580,7590.66776734694
15581,7449.118099387757
15582,7054.430175306124
15583,3346.231963469388
15584,5348.130371224489
15585,4007.51694
15586,6362.330191224489
15587,7911.74249163265
15588,6569.089274285711
15589,5614.332415510205
15590,5303.861977551019
15591,5935.207994285711
15592,7977.312562040815
15593,6986.058579591836
15594,6704.962716326531
15595,4304.011669795917
15596,4707.233332653062
15597,5098.091433877551
15598,5370.052725510203
15599,5490.522988775509
15600,5148.982521428572
15601,5868.323024897959
15602,7483.912857959185
15603,4764.995136734695
15604,6559.381781224488
15605,7045.595277959185
15606,7242.2006946938745
15607,5699.35271489796
15608,6734.2889457142865
15609,7459.4880248979625
15610,6689.213387346938
15611,4841.081602857143
15612,5190.971443469389
15613,6447.355236122447
15614,4451.87935122449
15615,6249.2852422449005
15616,6201.484328979591
15617,5222.099240408164
15618,6656.314136326528
15619,6821.224764897961
15620,4904.110836122448
15621,4025.4541414285704
15622,4120.719343673471
15623,5391.547699591836
15624,5279.304653265305
15625,4297.390712448979
15626,7293.955811428573
15627,5415.513365102041
15628,6035.6763228571435
15629,5917.193730204082
15630,5412.903198571428
15631,5665.90565122449
15632,5849.1218553061235
15633,4774.191527142859
15634,7101.101848775512
15635,5080.3644902040805
15636,7578.084351020409
15637,5580.372273469389
15638,5980.717158571428
15639,3794.0366395918363
15640,5480.975508367345
15641,6926.838325714282
15642,6643.352903265307
15643,4412.13517877551
15644,6193.505996530612
15645,5679.583026122449
15646,5682.926175918367
15647,7734.038463469386
15648,5715.132065306122
15649,7042.092459591835
15650,8196.754633265302
15651,5583.565822448982
15652,8180.000655714286
15653,4930.5452177551015
15654,6959.621707755101
15655,4541.961434489794
15656,7368.768945306123
15657,5389.02575142857
15658,6561.104881428571
15659,7103.811755714286
15660,7597.827445714285
15661,7424.490204693879
15662,6409.026160408163
15663,7488.390712040814
15664,4415.625742244898
15665,4338.956104285715
15666,4804.170616530613
15667,6919.389301836733
15668,7430.545281020408
15669,5373.057173265306
15670,6660.369085306124
15671,5696.749623673469
15672,5254.781843061224
15673,7053.12058020408
15674,6193.920732857143
15675,4644.750848571429
15676,5443.885436938776
15677,5353.165763673471
15678,7534.8673734693875
15679,6565.715488571428
15680,4578.448729795918
15681,7240.561390204082
15682,6334.337023061225
15683,5760.382086938777
15684,6439.938599183674
15685,6688.6831126530615
15686,7803.906272244895
15687,5543.997735918369
15688,7296.91717959184
15689,7335.669306530611
15690,6732.493790000001
15691,6285.26226734694
15692,5269.620102857143
15693,6599.4806014285705
15694,6456.578241428575
15695,6235.039488775509
15696,7287.997529795921
15697,5470.705733061225
15698,7405.164182040817
15699,5270.277976122449
15700,7137.608886938775
15701,4010.1108159183673
15702,4543.674998979592
15703,3146.757852857143
15704,4428.384347959183
15705,6179.83064265306
15706,6415.538425306123
15707,6061.386388571427
15708,6427.120334489798
15709,6967.294519387756
15710,7038.1676177551035
15711,6372.540106530611
15712,7064.443286122452
15713,5609.005059591836
15714,4023.9782042857146
15715,5350.970220408163
15716,6317.3324522448975
15717,5203.706677346938
15718,5678.964535306122
15719,6148.388622857141
15720,5240.936811428572
15721,5353.9401087755095
15722,6789.662030408165
15723,6512.555656734694
15724,5247.946147551019
15725,5645.814089387757
15726,6811.9914653061205
15727,6968.56399142857
15728,4730.244173469389
15729,5363.152229183672
15730,4751.971554081632
15731,5038.71761857143
15732,7426.315114693878
15733,6435.840987142855
15734,7530.525877755101
15735,5113.822538163264
15736,6959.0190322449
15737,6820.540768367346
15738,3481.7878448979595
15739,3792.582711632651
15740,7166.520071632653
15741,5613.408535102041
