id,yield
15289,4291.333481111112
15290,6452.972432222221
15291,7269.890158333333
15292,4739.095696666667
15293,4758.720846111111
15294,5255.090544999999
15295,7117.745686111111
15296,6393.065665000001
15297,8199.941383888889
15298,4305.241091666667
15299,5688.3131322222225
15300,5539.949913333334
15301,5364.8813455555555
15302,5753.096178333334
15303,4799.400543888889
15304,4754.480337777777
15305,4685.149193333335
15306,6391.197420555556
15307,4843.277602777778
15308,5998.720217777778
15309,6215.620996111112
15310,7066.853777222223
15311,5258.767157777779
15312,5374.30779
15313,6595.454623333334
15314,5390.762313333334
15315,4646.774947777778
15316,7701.056162777777
15317,5768.556443333333
15318,7653.758331666667
15319,8215.968361666666
15320,6831.796804444444
15321,6677.817424444445
15322,2669.889901666667
15323,5874.379821111111
15324,2860.803248333333
15325,6426.911491111111
15326,6453.896007222221
15327,4121.847385000001
15328,7737.969536111112
15329,7478.921314444445
15330,4785.033163333334
15331,5779.727933333334
15332,7042.699680555555
15333,6248.439426666666
15334,5532.334922222221
15335,8005.980232222222
15336,4380.273813333333
15337,7696.467967222222
15338,6936.965076666666
15339,5555.459053333334
15340,6809.0003238888885
15341,5596.36713
15342,5169.048152222223
15343,6713.43552
15344,6238.421372777779
15345,4323.799956666667
15346,6044.120125555556
15347,6392.011810555556
15348,5519.907163888888
15349,6687.549976666666
15350,4776.236592222222
15351,6162.4196861111095
15352,5960.197231666667
15353,7180.5163677777755
15354,4545.174295000001
15355,4378.660657777778
15356,6235.721192222223
15357,6209.472886111111
15358,6925.194541666668
15359,4910.66902111111
15360,4310.38178
15361,5653.961818333333
15362,6364.024392777778
15363,6540.795982777778
15364,4670.017381666667
15365,4311.513807777777
15366,4613.206796111112
15367,7446.385634444446
15368,4880.678878333333
15369,5812.276041111109
15370,7044.0694488888885
15371,2893.652305555555
15372,4794.034298333334
15373,6338.442946666667
15374,5444.118776111111
15375,5556.975863333332
15376,5592.182641111111
15377,5568.428646666667
15378,4575.256536111111
15379,6308.4825127777785
15380,7361.186697222223
15381,6218.250666111112
15382,5464.41275388889
15383,7244.932112777778
15384,5223.444383333334
15385,3816.1381605555557
15386,3810.1076633333337
15387,4057.8419888888884
15388,6872.351197777777
15389,6415.2030911111115
15390,7926.581579444445
15391,6572.879669444444
15392,7157.162368333333
15393,5982.256944444444
15394,6208.73665611111
15395,5466.303584444445
15396,6926.2621127777775
15397,6675.454262222223
15398,6185.379159444444
15399,5938.345499444444
15400,5008.263376666667
15401,6386.036022777777
15402,6253.460037222221
15403,6733.372475555554
15404,6955.101513888889
15405,7195.526246666666
15406,7943.216651666667
15407,5651.369549444445
15408,7579.955575
15409,5578.463583333333
15410,5758.808557777778
15411,8340.841328333332
15412,6497.024018333333
15413,6777.479284999999
15414,5771.6080433333345
15415,6120.735045
15416,6955.408815555555
15417,5886.601687777777
15418,7357.395432777777
15419,4456.4815827777775
15420,4048.179859444445
15421,6545.443006666667
15422,3884.8228127777784
15423,6247.4858533333345
15424,6678.3046416666675
15425,7186.2813238888875
15426,3657.1621844444453
15427,7639.7017333333315
15428,6316.716852222224
15429,7208.755629444444
15430,6959.012505555555
15431,5468.452401111111
15432,5423.911992222223
15433,5115.454769444444
15434,8195.778777777778
15435,4205.690116666666
15436,4870.780292222224
15437,4803.174171111111
15438,5284.266993888889
15439,6264.936122777778
15440,5814.4380316666675
15441,6681.07756
15442,5201.18902111111
15443,4720.229323333333
15444,5920.619419999999
15445,3746.495348888888
15446,6659.843856111111
15447,6616.203574444445
15448,7849.320202222225
15449,8292.688399444443
15450,7191.41311
15451,5448.41747111111
15452,4432.414758333333
15453,7521.958656666666
15454,6192.129118333333
15455,8447.373327222222
15456,6330.38663888889
15457,5305.9185261111115
15458,5466.08541111111
15459,6488.366486666668
15460,5807.22615888889
15461,4875.584092777778
15462,5448.521741111112
15463,6543.914281666666
15464,6322.667660555555
15465,6983.488045
15466,7109.5827127777775
15467,7251.592685
15468,3379.1105638888885
15469,2496.919671111111
15470,7309.082419999998
15471,7130.856923333333
15472,6905.87596888889
15473,5373.117887777778
15474,6822.897522777778
15475,5331.0783649999985
15476,5192.794959999999
15477,5689.555944444444
15478,5047.578395
15479,7317.123897222222
15480,7271.296036111112
15481,6733.091638888889
15482,6797.034846111112
15483,6746.584257222223
15484,6343.755583888888
15485,7362.569635000001
15486,6367.447718888889
15487,7803.323125555554
15488,6512.731162222222
15489,5586.660006111111
