id,smoking
159256,0.45601263193830716
159257,0.2672478226759366
159258,0.6132086030584081
159259,0.19629813650479103
159260,0.6224156229460973
159261,0.6935608672095273
159262,0.33265303151110104
159263,0.13740655894623766
159264,0.19251616353778883
159265,0.0631116071381674
159266,0.4495231453561514
159267,0.2172381390187356
159268,0.05375314120973775
159269,0.27456494176656954
159270,-0.19409897240716933
159271,0.7603116943805412
159272,0.7902219308794509
159273,0.8788642299194915
159274,0.18307049941725378
159275,0.49249345802799294
159276,0.6196479704840575
159277,0.7745188053111018
159278,0.5805043082797062
159279,0.6436574186399773
159280,0.13739521388655224
159281,0.6982831663587987
159282,0.6033457279523536
159283,0.5470149652715156
159284,0.5986696679115939
159285,-0.07214760549373764
159286,0.7407592127258773
159287,0.05317658147506674
159288,0.25367872841295724
159289,0.6839905592396549
159290,0.8124976985646999
159291,0.46417608740960203
159292,0.22617031973133178
159293,0.1480667823973158
159294,0.3029934470902498
159295,0.538204100962712
159296,0.740472745152854
159297,0.011188054459401409
159298,0.32933264136083584
159299,-0.12330739784831848
159300,0.1645660908738852
159301,0.15083899175605472
159302,0.19636161223998144
159303,0.1545982659659652
159304,0.28793968241547085
159305,0.7770540344025925
159306,0.5750745160510327
159307,0.3631435780520796
159308,0.5406034829654324
159309,0.10573002787787593
159310,0.4729451272677956
159311,0.7103817181146397
159312,0.4110008901963119
159313,0.6682010339020321
159314,0.5472961755849461
159315,0.6349331603091339
159316,0.08355521463337716
159317,0.6293372073181382
159318,0.4379676309975576
159319,0.5430084497366664
159320,0.8392646775768867
159321,0.17550115720337484
159322,0.5640763462883494
159323,0.6188668779190175
159324,0.28814321531903864
159325,0.5220157154315682
159326,0.5551280829604881
159327,0.6995839139114075
159328,0.2718817076669295
159329,0.5529524777486976
159330,0.07354210104077188
159331,0.7762252054043742
159332,0.09215569679415654
159333,-0.17055761052240315
159334,0.3731594276434584
159335,0.2243688606561606
159336,0.3738470960296564
159337,0.5012148191308604
159338,0.486816383094406
159339,0.7538259122387924
159340,0.6885339404474264
159341,0.7916463832537823
159342,0.8119238207704379
159343,0.554850605931964
159344,0.32350786006459586
159345,0.13000481073779874
159346,0.4547148623530542
159347,0.6930504086986934
159348,0.5158768572872579
159349,-0.06995246120877682
159350,0.1430741405792066
159351,0.5972418295796954
159352,0.3474520853388171
159353,0.429088325251654
159354,-0.03265114766937196
159355,0.8673893569536052
159356,0.943604170046634
159357,0.7816622695988822
159358,0.4360957887926215
159359,0.527529066974391
159360,0.10219792549120835
159361,0.7018741871346783
159362,0.05844877489709601
159363,0.5220080027832354
159364,0.7263355114873788
159365,0.4584518490765972
159366,-0.05548578486066824
159367,0.5231914002993345
159368,0.5106752508370036
159369,0.7856656262940624
159370,0.4711953635249303
159371,0.5021474695119881
159372,0.25977519630657847
159373,0.6359971383677009
159374,0.5954272683483748
159375,0.9617995756576881
159376,0.7681814775142677
159377,-0.08655853681369985
159378,0.8610372992216186
159379,0.3811458016243897
159380,0.06376524849165613
159381,-0.0036884786860356565
159382,0.5099697976556697
159383,0.02938096152816403
159384,0.6172305642947803
159385,0.0724471520945773
159386,0.5910730370358921
159387,0.7783756937596791
159388,0.5232020919122785
159389,-0.08218016235197804
159390,0.8826333255275662
159391,0.40557901976627875
159392,0.48295264422409956
159393,0.10992380496072177
159394,0.43362496342427403
159395,0.527707196801395
159396,0.738657278058033
159397,0.5976306380794254
159398,0.7335695127864041
159399,0.8855492479626831
159400,0.4931774028652587
159401,0.49895765261189917
159402,0.07486218514873495
159403,0.2308345404660752
159404,0.8215924589756188
159405,0.040579885945921525
159406,0.29036747579354066
159407,0.005824388921075929
159408,-0.06982507138810572
159409,0.8679270343293697
159410,0.6605577422185953
159411,1.6236616201401393
159412,0.7445501605126758
159413,0.592630759596473
159414,0.2956705252641736
159415,0.34905286839910804
159416,0.4598064574199447
159417,0.41835954839612877
159418,0.5823865801614879
159419,0.15594427662542273
159420,0.6115845891158462
159421,0.5535437256013932
159422,0.2333349525629768
159423,0.060755352164590715
159424,0.10559678007512123
159425,0.6127289313136285
159426,0.18596390783973393
159427,0.15838391507869512
159428,-0.09754328743410952
159429,0.2858114403890421
159430,0.12805857541927773
159431,0.5513214266427023
159432,0.1352932382304835
159433,0.15111168870755734
159434,0.3532974861428792
159435,0.33253939116158926
159436,0.593804953139831
159437,0.18778339489088433
159438,0.5755688481066992
159439,0.2965471149599618
159440,0.22811411888717284
159441,0.8828837287815849
159442,0.3237875550588551
159443,0.2220344322336271
159444,0.06914798172635192
159445,0.6314061053916713
159446,0.4694907818776155
159447,0.5297838388367663
159448,0.6834501177893351
159449,0.5843959973749397
159450,-0.08547505158119342
159451,0.5919800520067886
159452,0.6079161210603106
159453,0.1665690230334182
159454,0.42473998026908594
159455,0.5673427166580532
159456,-0.062041536784422924
159457,0.8422205768469013
159458,0.5441416425909787
159459,0.5121306238818233
159460,0.21800801893264637
159461,0.5005524616249595
159462,0.2066593212059306
159463,0.03504765608171723
159464,0.6560013099519751
159465,0.4058147492421746
159466,0.1669639190872622
159467,0.6597662085517244
159468,0.8397744451568725
159469,0.5255919414276309
