id,Hardness
10407,3.073469387755102
10408,2.7268965517241406
10409,5.680162469536877
10410,3.8566666666666665
10411,4.103301886792445
10412,5.167602591792655
10413,4.103301886792445
10414,5.680162469536877
10415,3.3829268292682926
10416,4.825683060109287
10417,5.080172413793091
10418,4.54947916666666
10419,5.680162469536877
10420,4.54947916666666
10421,5.680162469536877
10422,5.061818181818183
10423,4.822348484848484
10424,5.167602591792655
10425,5.680162469536877
10426,2.503125
10427,3.9593749999999996
10428,5.061818181818183
10429,5.0742331288343525
10430,3.4224489795918376
10431,3.3391203703703582
10432,5.680162469536877
10433,5.680162469536877
10434,5.680162469536877
10435,5.680162469536877
10436,5.680162469536877
10437,5.680162469536877
10438,5.680162469536877
10439,5.680162469536877
10440,3.880608365019004
10441,3.1746031746031753
10442,4.822348484848484
10443,2.9958333333333322
10444,4.54947916666666
10445,5.0742331288343525
10446,2.722857142857143
10447,5.680162469536877
10448,5.680162469536877
10449,4.4206896551724135
10450,5.680162469536877
10451,5.680162469536877
10452,3.4303030303030297
10453,5.32839195979899
10454,4.825683060109287
10455,2.5491408934707867
10456,3.621621621621621
10457,2.5491408934707867
10458,7.209876543209878
10459,5.53178294573643
10460,3.8202247191011254
10461,5.680162469536877
10462,5.32839195979899
10463,5.680162469536877
10464,5.32839195979899
10465,3.621621621621621
10466,5.680162469536877
10467,5.680162469536877
10468,3.312
10469,5.680162469536877
10470,5.0742331288343525
10471,5.680162469536877
10472,2.5491408934707867
10473,5.680162469536877
10474,4.103301886792445
10475,5.680162469536877
10476,3.2553191489361697
10477,5.680162469536877
10478,4.54947916666666
10479,4.54947916666666
10480,4.761623616236156
10481,3.543749999999999
10482,5.680162469536877
10483,5.680162469536877
10484,2.186538461538461
10485,4.4206896551724135
10486,2.6366666666666663
10487,2.5491408934707867
10488,5.680162469536877
10489,3.880608365019004
10490,3.717647058823529
10491,5.680162469536877
10492,5.680162469536877
10493,2.5491408934707867
10494,2.7268965517241406
10495,3.3391203703703582
10496,4.103301886792445
10497,5.32839195979899
10498,5.680162469536877
10499,5.680162469536877
10500,4.761623616236156
10501,2.7861111111111114
10502,7.209876543209878
10503,5.0742331288343525
10504,5.680162469536877
10505,4.03030303030303
10506,3.880608365019004
10507,5.680162469536877
10508,2.7268965517241406
10509,2.4862068965517254
10510,4.1194444444444445
10511,2.5978260869565206
10512,5.680162469536877
10513,5.680162469536877
10514,3.880608365019004
10515,3.0759999999999996
10516,3.4224489795918376
10517,5.32839195979899
10518,5.167602591792655
10519,5.680162469536877
10520,5.547530864197527
10521,3.834285714285714
10522,4.822348484848484
10523,3.880608365019004
10524,3.576
10525,4.103301886792445
10526,2.5491408934707867
10527,5.680162469536877
10528,5.680162469536877
10529,4.03030303030303
10530,2.3699999999999997
10531,5.32839195979899
10532,5.680162469536877
10533,5.680162469536877
10534,7.209876543209878
10535,5.080172413793091
10536,5.080172413793091
10537,4.54947916666666
10538,5.680162469536877
10539,5.680162469536877
10540,3.9593749999999996
10541,2.5491408934707867
10542,3.3391203703703582
10543,5.0742331288343525
10544,5.32839195979899
10545,4.822348484848484
10546,5.680162469536877
10547,5.680162469536877
10548,5.061818181818183
10549,5.547530864197527
10550,5.547530864197527
10551,4.54947916666666
10552,5.680162469536877
10553,5.680162469536877
10554,4.1194444444444445
10555,2.7268965517241406
10556,5.32839195979899
10557,5.680162469536877
10558,5.680162469536877
10559,3.880608365019004
10560,2.717857142857144
10561,4.54947916666666
10562,5.680162469536877
10563,3.4303030303030297
10564,2.366666666666666
10565,4.167777777777778
10566,3.3391203703703582
10567,3.8202247191011254
10568,3.880608365019004
10569,5.680162469536877
10570,5.0742331288343525
10571,5.680162469536877
10572,5.680162469536877
10573,3.9864864864864864
10574,2.717857142857144
10575,5.199999999999999
10576,2.1399999999999992
10577,1.845945945945946
10578,4.526923076923077
10579,5.680162469536877
10580,3.1746031746031753
10581,5.680162469536877
10582,3.880608365019004
10583,3.9413333333333207
10584,4.54947916666666
10585,2.4862068965517254
10586,2.503125
10587,5.680162469536877
10588,3.3391203703703582
10589,5.680162469536877
10590,4.103301886792445
10591,5.680162469536877
10592,2.7268965517241406
10593,5.547530864197527
10594,5.680162469536877
10595,5.167602591792655
10596,5.080172413793091
10597,5.680162469536877
10598,3.744444444444444
10599,5.680162469536877
10600,2.9765625000000004
10601,5.0742331288343525
10602,3.9413333333333207
10603,5.680162469536877
10604,5.680162469536877
10605,1.845945945945946
10606,2.7861111111111114
10607,5.680162469536877
10608,5.0742331288343525
10609,7.209876543209878
10610,5.680162469536877
10611,5.680162469536877
10612,5.680162469536877
10613,5.680162469536877
10614,5.680162469536877
10615,5.680162469536877
10616,5.680162469536877
10617,5.680162469536877
10618,2.5491408934707867
10619,5.680162469536877
10620,5.680162469536877
10621,4.275862068965517
10622,4.761623616236156
10623,5.680162469536877
10624,5.0742331288343525
10625,5.680162469536877
10626,2.6749999999999994
10627,5.680162469536877
10628,5.680162469536877
10629,5.680162469536877
10630,2.4862068965517254
10631,4.822348484848484
10632,3.804615384615386
10633,2.5491408934707867
10634,2.7268965517241406
10635,2.722857142857143
10636,5.167602591792655
10637,4.54947916666666
10638,2.4862068965517254
10639,5.680162469536877
10640,5.680162469536877
10641,4.03030303030303
10642,2.7268965517241406
10643,1.845945945945946
10644,3.3391203703703582
10645,5.680162469536877
10646,2.032
10647,5.680162469536877
10648,5.680162469536877
10649,5.680162469536877
10650,3.3391203703703582
10651,5.080172413793091
10652,5.680162469536877
10653,5.680162469536877
10654,4.761623616236156
10655,4.103301886792445
10656,5.680162469536877
